2019-08-20 15:19:45.229 febs [main] INFO  com.neefull.fsp.AdminApplication - Starting AdminApplication on pc-wangpei with PID 6124 (D:\workspace\workspace_open\fsp\admin-web\target\classes started by Thinkpad in D:\workspace\workspace_open\fsp)
2019-08-20 15:38:34.856 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:38:35.449 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:38:38.269 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:38:38.269 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:38:47.450 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:38:53.272 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:38:53.272 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:38:57.016 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 15:38:57.023 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 15:38:57.029 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-20 15:38:57.402 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 2 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-20 15:38:57.463 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-20 15:38:57.467 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 3 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-20 15:38:57.472 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:38:57 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 15:38:59.452 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:39:01.647 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:39:08.273 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:08.274 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:11.453 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:39:23.276 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:23.276 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:23.454 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:39:28.425 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:39:35.526 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:39:38.278 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:38.278 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:47.503 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:39:52.596 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:39:53.281 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:53.282 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:39:59.503 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:40:08.284 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:08.285 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:11.504 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:40:16.080 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:40:23.285 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:23.285 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:23.505 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:40:35.506 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:40:38.287 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:38.288 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:41.707 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:40:47.507 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:40:53.290 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:53.291 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:40:59.508 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:41:05.716 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:41:08.294 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:08.295 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:11.508 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:41:23.296 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:23.296 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:23.509 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:41:28.748 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:41:35.510 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:41:36.628 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:41:36 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 15:41:36.632 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:41:36 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 15:41:36.636 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:41:36 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-20 15:41:36.985 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 15:41:36 | 耗时 2 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-20 15:41:37.034 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:41:37 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-20 15:41:37.034 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:41:37 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-20 15:41:37.038 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:41:37 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 15:41:38.297 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:38.297 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:47.511 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:41:53.301 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:53.301 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:41:53.337 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:41:59.512 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:42:08.304 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:08.305 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:11.513 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:42:17.665 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:42:23.306 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:23.307 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:23.514 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:42:35.515 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:42:38.308 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:38.308 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:43.854 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:42:47.515 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:42:53.309 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:53.310 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:42:59.535 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:43:07.757 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:43:08.311 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:08.312 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:11.519 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:43:21.998 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 15:43:21 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 15:43:22.002 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 15:43:22.006 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-20 15:43:22.411 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 1 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-20 15:43:22.458 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-20 15:43:22.459 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-20 15:43:22.463 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:43:22 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 15:43:23.313 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:23.313 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:23.520 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:43:33.915 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 15:43:35.519 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:43:38.317 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:38.317 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_ClusterManager] INFO  p6spy - 
2019-08-20 15:43:47.521 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566285590070_MisfireHandler] INFO  p6spy - 
2019-08-20 15:43:49.011 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 15:43:49.015 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 15:43:49.019 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-20 15:43:49.434 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 2 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei') ORDER BY m.order_num;
2019-08-20 15:43:49.506 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-20 15:43:49.506 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-20 15:43:49.511 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 15:43:49 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 15:43:50.307 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:43:50 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 15:43:50.311 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:43:50 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 15:43:50.316 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 15:43:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
